sku;name;category;stock;unit;costPrice;price;minStock
CTRG-048;Canon 751 Black;Catridge Canon;-1,00;Bh;192.500,00;260.000,00;2,00
CTRG-049;Canon 751 Gray;Catridge Canon;0,00;Bh;200.000,00;270.000,00;2,00
CTRG-050;Canon 88 Black;Catridge Canon;0,00;Bh;192.500,00;260.000,00;2,00
CTRG-051;Canon 98 colour;Catridge Canon;0,00;Bh;227.500,00;307.500,00;2,00
CTRG-052;Canon 47;Catridge Canon;0,00;Bh;130.000,00;175.500,00;2,00
CTRG-053;Canon 57;Catridge Canon;0,00;Bh;200.000,00;270.000,00;2,00
CTRG-054;Canon CA 91;Catridge Canon;2,00;Bh;360.000,00;503.000,00;2,00
CTRG-055;Canon CA 92;Catridge Canon;-1,00;Bh;400.000,00;547.000,00;2,00
CTRG-056;Canon 820 Black;Catridge Canon;0,00;Bh;410.000,00;553.500,00;2,00
CTRG-057;Catridge HP 682 Black;Catridge HP;1,00;Bh;145.000,00;196.000,00;0,00
CTRG-058;Catridge HP 682 Colour;Catridge HP;1,00;Bh;145.000,00;196.000,00;0,00
CTRG-059;HP 685 BLACK;Catridge HP;0,00;Bh;155.000,00;210.000,00;0,00
CTRG-060;HP 685 MAGENTA;Catridge HP;0,00;Bh;110.000,00;150.000,00;0,00
CTRG-061;HP 685 YELLOW;Catridge HP;0,00;Bh;110.000,00;150.000,00;0,00
CTRG-062;HP 685 CYAN;Catridge HP;0,00;Bh;110.000,00;150.000,00;0,00
CTRG-063;Canon BH 7 Black;Catridge Canon;-3,00;Bh;312.162,00;421.500,00;2,00
CTRG-064;Canon CH 7 Colour;Catridge Canon;2,00;Bh;378.378,00;511.000,00;1,00
Cetak-001;Cetak Kartu Nama 1 Muka;Cetakan;0,00;Box;0,00;65.000,00;0,00
Cetak-002;Cetak kartu nama BB;Cetakan;0,00;Box;0,00;100.000,00;0,00
Cetakan R1-01;Blanko HVS 100lbr R1 Uk.F4 1W 70gr;Cetakan;0,00;Rim;0,00;24.000,00;0,00
Cetakan R1-02;Blanko HVS 100lbr R1 Uk.F4 2W 70gr;Cetakan;0,00;Rim;0,00;26.000,00;0,00
Cetakan R1-03;Blanko HVS 100lbr R1 Uk.F4 3W 70gr;Cetakan;0,00;Rim;0,00;28.000,00;0,00
Cetakan R1-04;Blanko HVS 100lbr R1 Uk.F4 4W 70gr;Cetakan;0,00;Rim;0,00;30.000,00;0,00
Cetakan R1-05;Blanko HVS 100lbr R1 Uk.1/2F4 1W 70gr;Cetakan;0,00;Rim;0,00;12.000,00;0,00
Cetakan R1-06;Blanko HVS 100lbr R1 Uk.1/2F4 2W 70gr;Cetakan;0,00;Rim;0,00;13.000,00;0,00
Cetakan R1-07;Blanko HVS 100lbr R1 Uk.1/2F4 3W 70gr;Cetakan;0,00;Rim;0,00;14.000,00;0,00
Cetakan R1-08;Blanko HVS 100lbr R1 Uk.1/2F4 4W 70gr;Cetakan;0,00;Rim;0,00;15.000,00;0,00
Cetakan R1-09;Blanko HVS 100lbr R1 Uk.1/3F4 1W 70gr;Cetakan;0,00;Rim;0,00;8.000,00;0,00
Cetakan R1-10;Blanko HVS 100lbr R1 Uk.1/3F4 2W 70gr;Cetakan;0,00;Rim;0,00;9.000,00;0,00
Cetakan R1-11;Blanko HVS 100lbr R1 Uk.1/3F4 3W 70gr;Cetakan;0,00;Rim;0,00;10.000,00;0,00
Cetakan R1-12;Blanko HVS 100lbr R1 Uk.1/3F4 4W 70gr;Cetakan;0,00;Rim;0,00;11.000,00;0,00
Cetakan R1-13;Blanko HVS 100lbr R1 Uk.1/4F4 1W 70gr;Cetakan;0,00;Rim;0,00;6.000,00;0,00
Cetakan R1-14;Blanko HVS 100lbr R1 Uk.1/4F4 2W 70gr;Cetakan;0,00;Rim;0,00;6.500,00;0,00
Cetakan R1-15;Blanko HVS 100lbr R1 Uk.1/4F4 3W 70gr;Cetakan;0,00;Rim;0,00;7.000,00;0,00
Cetakan R1-16;Blanko HVS 100lbr R1 Uk.1/4F4 4W 70gr;Cetakan;0,00;Rim;0,00;7.500,00;0,00
Cetakan R2-01;Blanko NCR 50lbr R2 Uk.f4 1W;Cetakan;0,00;buku;0,00;25.000,00;0,00
Cetakan R2-02;Blanko NCR 50lbr R2 Uk.f4 2W;Cetakan;0,00;buku;0,00;27.000,00;0,00
Cetakan R2-03;Blanko NCR 50lbr R2 Uk.f4 3W;Cetakan;0,00;buku;0,00;29.000,00;0,00
Cetakan R2-04;Blanko NCR 50lbr R2 Uk.f4 4W;Cetakan;0,00;buku;0,00;31.000,00;0,00
Cetakan R2-05;Blanko NCR 50lbr R2 Uk.1/2f4 1W;Cetakan;0,00;buku;0,00;12.500,00;0,00
Cetakan R2-06;Blanko NCR 50lbr R2 Uk.1/2f4 2W;Cetakan;0,00;buku;0,00;13.500,00;0,00
Cetakan R2-07;Blanko NCR 50lbr R2 Uk.1/2f4 3W;Cetakan;0,00;buku;0,00;14.500,00;0,00
Cetakan R2-08;Blanko NCR 50lbr R2 Uk.1/2f4 4W;Cetakan;0,00;buku;0,00;15.500,00;0,00
Cetakan R2-09;Blanko NCR 50lbr R2 Uk.1/3f4 1W;Cetakan;0,00;buku;0,00;8.500,00;0,00
Cetakan R2-10;Blanko NCR 50lbr R2 Uk.1/3f4 2W;Cetakan;0,00;buku;0,00;9.500,00;0,00
Cetakan R2-11;Blanko NCR 50lbr R2 Uk.1/3f4 3W;Cetakan;0,00;buku;0,00;10.500,00;0,00
Cetakan R2-12;Blanko NCR 50lbr R2 Uk.1/3f4 4W;Cetakan;0,00;buku;0,00;11.500,00;0,00
Cetakan R2-13;Blanko NCR 50lbr R2 Uk.1/4f4 1W;Cetakan;0,00;buku;0,00;6.500,00;0,00
Cetakan R2-14;Blanko NCR 50lbr R2 Uk.1/4f4 2W;Cetakan;0,00;buku;0,00;7.000,00;0,00
Cetakan R2-15;Blanko NCR 50lbr R2 Uk.1/4f4 3W;Cetakan;0,00;buku;0,00;7.500,00;0,00
Cetakan R2-16;Blanko NCR 50lbr R2 Uk.1/4f4 4W;Cetakan;0,00;buku;0,00;8.000,00;0,00
Cetakan R3-01;Blanko NCR 50lbr R3 Uk.f4 1W;Cetakan;0,00;buku;0,00;33.000,00;0,00
Cetakan R3-02;Blanko NCR 50lbr R3 Uk.f4 2W;Cetakan;0,00;buku;0,00;36.000,00;0,00
Cetakan R3-03;Blanko NCR 50lbr R3 Uk.f4 3W;Cetakan;0,00;buku;0,00;39.000,00;0,00
Cetakan R3-04;Blanko NCR 50lbr R3 Uk.f4 4W;Cetakan;0,00;Rim;0,00;42.000,00;0,00
Cetakan R3-05;Blanko NCR 50lbr R3 Uk.1/2f4 1W;Cetakan;0,00;buku;0,00;16.500,00;0,00
Cetakan R3-06;Blanko NCR 50lbr R3 Uk.1/2f4 2W;Cetakan;0,00;buku;0,00;18.000,00;0,00
Cetakan R3-07;Blanko NCR 50lbr R3 Uk.1/2f4 3W;Cetakan;0,00;buku;0,00;19.500,00;0,00
Cetakan R3-08;Blanko NCR 50lbr R3 Uk.1/2f4 4W;Cetakan;0,00;buku;0,00;21.000,00;0,00
Cetakan R3-09;Blanko NCR 50lbr R3 Uk.1/3f4 1W;Cetakan;0,00;buku;0,00;11.000,00;0,00
Cetakan R3-10;Blanko NCR 50lbr R3 Uk.1/3f4 2W;Cetakan;0,00;buku;0,00;12.000,00;0,00
Cetakan R3-11;Blanko NCR 50lbr R3 Uk.1/3f4 3W;Cetakan;0,00;Rim;0,00;13.000,00;0,00
Cetakan R3-12;Blanko NCR 50lbr R3 Uk.1/3f4 4W;Cetakan;0,00;buku;0,00;14.000,00;0,00
Cetakan R3-13;Blanko NCR 50lbr R3 Uk.1/4f4 1W;Cetakan;0,00;buku;0,00;8.500,00;0,00
Cetakan R3-14;Blanko NCR 50lbr R3 Uk.1/4f4 2W;Cetakan;0,00;Rim;0,00;9.500,00;0,00
Cetakan R3-15;Blanko NCR 50lbr R3 Uk.1/4f4 3W;Cetakan;0,00;buku;0,00;10.000,00;0,00
Cetakan R3-16;Blanko NCR 50lbr R3 Uk.1/4f4 4W;Cetakan;0,00;buku;0,00;10.500,00;0,00
Cetakan R4-01;Blanko NCR 50lbr R4 Uk.f4 1W;Cetakan;0,00;buku;0,00;41.000,00;0,00
Cetakan R4-02;Blanko NCR 50lbr R4 Uk.f4 2W;Cetakan;0,00;buku;0,00;44.000,00;0,00
Cetakan R4-03;Blanko NCR 50lbr R4 Uk.f4 3W;Cetakan;0,00;buku;0,00;47.000,00;0,00
Cetakan R4-04;Blanko NCR 50lbr R4 Uk.f4 4W;Cetakan;0,00;buku;0,00;50.000,00;0,00
Cetakan R4-05;Blanko NCR 50lbr R4 Uk.1/2f4 1W;Cetakan;0,00;buku;0,00;20.500,00;0,00
Cetakan R4-06;Blanko NCR 50lbr R4 Uk.1/2f4 2W;Cetakan;0,00;Rim;0,00;22.000,00;0,00
Cetakan R4-07;Blanko NCR 50lbr R4 Uk.1/2f4 3W;Cetakan;0,00;buku;0,00;23.500,00;0,00
Cetakan R4-08;Blanko NCR 50lbr R4 Uk.1/2f4 4W;Cetakan;0,00;buku;0,00;25.000,00;0,00
Cetakan R4-09;Blanko NCR 50lbr R4 Uk.1/3f4 1W;Cetakan;0,00;buku;0,00;14.000,00;0,00
Cetakan R4-10;Blanko NCR 50lbr R4 Uk.1/3f4 2W;Cetakan;0,00;buku;0,00;15.000,00;0,00
Cetakan R4-11;Blanko NCR 50lbr R4 Uk.1/3f4 3W;Cetakan;0,00;buku;0,00;16.000,00;0,00
Cetakan R4-12;Blanko NCR 50lbr R4 Uk.1/3f4 3W;Cetakan;0,00;buku;0,00;17.000,00;0,00
Cetakan R4-13;Blanko NCR 50lbr R4 Uk.1/4f4 1W;Cetakan;0,00;buku;0,00;10.500,00;0,00
Cetakan R4-14;Blanko NCR 50lbr R4 Uk.1/4f4 2W;Cetakan;0,00;buku;0,00;11.000,00;0,00
Cetakan R4-15;Blanko NCR 50lbr R4 Uk.1/4f4 3W;Cetakan;0,00;buku;0,00;12.000,00;0,00
Cetakan R4-16;Blanko NCR 50lbr R4 Uk.1/4f4 4W;Cetakan;0,00;buku;0,00;12.500,00;0,00
Cetakan R5-01;Blanko NCR 50lbr R5 Uk.f4 1W;Cetakan;0,00;buku;0,00;49.000,00;0,00
Cetakan R5-02;Blanko NCR 50lbr R5 Uk.f4 2W;Cetakan;0,00;buku;0,00;52.000,00;0,00
Cetakan R5-03;Blanko NCR 50lbr R5 Uk.f4 3W;Cetakan;0,00;buku;0,00;55.000,00;0,00
Cetakan R5-04;Blanko NCR 50lbr R5 Uk.f4 4W;Cetakan;0,00;buku;0,00;58.000,00;0,00
Cetakan R5-05;Blanko NCR 50lbr R5 Uk.1/2f4 1W;Cetakan;0,00;buku;0,00;24.500,00;0,00
Cetakan R5-06;Blanko NCR 50lbr R5 Uk.1/2f4 2W;Cetakan;0,00;Rim;0,00;26.000,00;0,00
Cetakan R5-07;Blanko NCR 50lbr R5 Uk.1/2f4 3W;Cetakan;0,00;buku;0,00;27.500,00;0,00
Cetakan R5-08;Blanko NCR 50lbr R5 Uk.1/2f4 4W;Cetakan;0,00;buku;0,00;29.000,00;0,00
Cetakan R5-09;Blanko NCR 50lbr R5 Uk.1/3f4 1W;Cetakan;0,00;buku;0,00;16.500,00;0,00
Cetakan R5-10;Blanko NCR 50lbr R5 Uk.1/3f4 2W;Cetakan;0,00;buku;0,00;17.500,00;0,00
Cetakan R5-11;Blanko NCR 50lbr R5 Uk.1/3f4 3W;Cetakan;0,00;buku;0,00;18.500,00;0,00
Cetakan R5-12;Blanko NCR 50lbr R5 Uk.1/3f4 4W;Cetakan;0,00;buku;0,00;19.500,00;0,00
Cetakan R5-13;Blanko NCR 50lbr R5 Uk.1/4f4 1W;Cetakan;0,00;buku;0,00;12.500,00;0,00
Cetakan R5-14;Blanko NCR 50lbr R5 Uk.1/4f4 2W;Cetakan;0,00;buku;0,00;13.000,00;0,00
Cetakan R5-15;Blanko NCR 50lbr R5 Uk.1/4f4 3W;Cetakan;0,00;buku;0,00;14.000,00;0,00
Cetakan R5-16;Blanko NCR 50lbr R5 Uk.1/4f4 4W;Cetakan;0,00;buku;0,00;14.500,00;0,00
Cetakan R6-01;Blanko NCR 50lbr R6 Uk.f4 1W;Cetakan;0,00;buku;0,00;57.000,00;0,00
Cetakan R6-02;Blanko NCR 50lbr R6 Uk.f4 2W;Cetakan;0,00;buku;0,00;60.000,00;0,00
Cetakan R6-03;Blanko NCR 50lbr R6 Uk.f4 3W;Cetakan;0,00;buku;0,00;63.000,00;0,00
Cetakan R6-04;Blanko NCR 50lbr R6 Uk.f4 4W;Cetakan;0,00;buku;0,00;66.000,00;0,00
Cetakan R6-05;Blanko NCR 50lbr R6 Uk.1/2f4 1W;Cetakan;0,00;buku;0,00;28.500,00;0,00
Cetakan R6-06;Blanko NCR 50lbr R6 Uk.1/2f4 2W;Cetakan;0,00;buku;0,00;30.000,00;0,00
Cetakan R6-07;Blanko NCR 50lbr R6 Uk.1/2f4 3W;Cetakan;0,00;buku;0,00;31.500,00;0,00
Cetakan R6-08;Blanko NCR 50lbr R6 Uk.1/2f4 4W;Cetakan;0,00;buku;0,00;33.000,00;0,00
Cetakan R6-09;Blanko NCR 50lbr R6 Uk.1/3f4 1W;Cetakan;0,00;buku;0,00;19.000,00;0,00
Cetakan R6-10;Blanko NCR 50lbr R6 Uk.1/3f4 2W;Cetakan;0,00;buku;0,00;20.000,00;0,00
Cetakan R6-11;Blanko NCR 50lbr R6 Uk.1/3f4 3W;Cetakan;0,00;buku;0,00;21.000,00;0,00
Cetakan R6-12;Blanko NCR 50lbr R6 Uk.1/3f4 4W;Cetakan;0,00;buku;0,00;22.000,00;0,00
Cetakan R6-13;Blanko NCR 50lbr R6 Uk.1/4f4 1W;Cetakan;0,00;buku;0,00;14.500,00;0,00
Cetakan R6-14;Blanko NCR 50lbr R6 Uk.1/4f4 2W;Cetakan;0,00;buku;0,00;15.000,00;0,00
Cetakan R6-15;Blanko NCR 50lbr R6 Uk.1/4f4 3W;Cetakan;0,00;buku;0,00;16.000,00;0,00
Cetakan R6-16;Blanko NCR 50lbr R6 Uk.1/4f4 4W;Cetakan;0,00;buku;0,00;16.500,00;0,00
Cont-001;Container dokumen;.;0,00;Bh;225.000,00;300.000,00;0,00
D-001;Dispenser Lion No 50;ATK;11,00;Bh;21.500,00;30.000,00;5,00
D-002;Dispenser Lion No 7;ATK;8,00;Bh;15.000,00;20.500,00;5,00
D-003;Dispenser Joyko TD-2S;ATK;40,00;Bh;13.000,00;18.000,00;5,00
D.TAPE-001;"Isolasi DTape 1/4"" Kenko / Joyko";ATK;280,00;Roll;1.156,00;2.000,00;48,00
D.TAPE-002;"Isolasi DTape 1/2"" Kenko / Joyko";ATK;115,00;Roll;2.333,00;3.500,00;12,00
D.TAPE-003;"Isolasi DTape 1"" Kenko / Joyko";ATK;44,00;Roll;4.666,00;6.500,00;12,00
D.TAPE-004;"Isolasi DTape 2"" Kenko / Joyko";ATK;0,00;Roll;8.417,00;12.000,00;10,00
D.TAPE-005;"Isolasi DTape 1"" Busa 3M";ATK;4,00;Roll;53.000,00;72.000,00;12,00
D.TAPE-006;"Isolasi DTape 1"" Busa DAIMARU";ATK;13,00;Roll;7.222,00;10.000,00;12,00
D.TAPE-007;Isolasi DTape 1/2'' DM;ATK;121,00;Roll;2.303,00;3.500,00;10,00
D.TAPE-008;Isolasi DTape 1'' DM;ATK;75,00;Roll;4.606,00;6.500,00;10,00
D.TAPE-009;"Isolasi DTape 2"" DM";ATK;-23,00;Roll;9.134,00;12.500,00;5,00
DVD-001;DVD R Verbatin Casing;ATK;0,00;Bh;8.000,00;11.000,00;25,00
DVD-002;DVD RW Verbatin Casing;ATK;0,00;Bh;14.500,00;19.500,00;25,00
DVD-003;DVD RW Verbatin;ATK;-31,00;Bh;10.750,00;14.500,00;25,00
DVD-004;DVD-R Verbatin;ATK;50,00;Bh;2.850,00;4.000,00;25,00
Dus-001;Dus Arsip;ATK;0,00;Bh;0,00;13.500,00;0,00
ECER-001;ECERAN AMPLOP COKELAT KECIL;ATK;0,00;PCS;0,00;1.000,00;0,00
ECER-002;ECERAN AMPLOP COKELAT BESAR;ATK;0,00;PCS;0,00;2.000,00;0,00
ECER-003;ECERAN AMPLOP MAP LAMARAN;ATK;0,00;PCS;0,00;2.000,00;0,00
ECER-004;ECERAN MAP SAKATO;ATK;0,00;PCS;0,00;1.500,00;0,00
ECER-005;ECERAN MAP SNELL;ATK;0,00;PCS;0,00;2.000,00;0,00
ECER-006;ECERAN MAP BIOLA 5001;ATK;0,00;PCS;0,00;2.500,00;0,00
ECER-007;ECERAN MAP BIOLA 5002;ATK;0,00;PCS;0,00;2.000,00;0,00
ECER-008;ECERAN K. TIK;ATK;0,00;PCS;0,00;700,00;0,00
ECER-009;ECERAN KARTON CCD;ATK;0,00;PCS;0,00;1.000,00;0,00
ECER-010;ECERAN KERTAS CCD;ATK;0,00;PCS;0,00;500,00;0,00
ECER-011;ECERAN KARTON LINEN;ATK;0,00;PCS;0,00;1.000,00;0,00
ECER-012;ECERAN KERTAS STIKER F4 CROMO/HVS;ATK;0,00;PCS;0,00;1.000,00;0,00
ECER-013;ECERAN F4 BERGARIS @2 LBR;ATK;0,00;PCS;0,00;1.000,00;0,00
ECER-014;ECERAN AMPLOP 90;ATK;0,00;PCS;0,00;5.000,00;0,00
ECER-015;ECERAN AMPLOP 104 @3 LBR;ATK;0,00;PCS;0,00;1.000,00;0,00
ECER-016;ECERAN AMPLOP KERTAS CD/LABEL CD;ATK;0,00;PCS;0,00;1.000,00;0,00
ECER-017;ECERAN BAHAN ID CARD;ATK;0,00;PCS;0,00;12.000,00;0,00
ECER-020;ECERAN HVS A4/F4 PUTIH;ATK;0,00;LBR;0,00;125,00;0,00
ECER-021;ECERAN HVS A4/F4 WARNA;ATK;0,00;LBR;0,00;200,00;0,00
ECER-022;ECERAN BUFALLO;ATK;0,00;LBR;0,00;800,00;0,00
ECER-023;ECERAN MIKA;ATK;0,00;LBR;0,00;800,00;0,00
ECER-024;Eceran Kertas Foto;ATK;0,00;Lembar;0,00;2.000,00;0,00
ECER-025;Eceran Plastik laminating;ATK;0,00;Lbr;0,00;1.500,00;0,00
ECER-026;eceran foil emas;ATK;0,00;Lbr;0,00;2.000,00;0,00
ECER-027;Eceran Kertas AC/AP;ATK;0,00;Lembar;0,00;1.500,00;0,00
ECER-028;BUFALLO+MIKA 1 SET;ATK;0,00;LBR;0,00;1.500,00;0,00
ECER-029;TINTA STAMPEL OTOMATIS;ATK;0,00;PCS;0,00;20.000,00;0,00
ECER-030;ECERAN STIKER VINIL A3+;ATK;-16,00;LBR;0,00;12.000,00;0,00
F-001;Kertas Fax;ATK;0,00;Roll;27.500,00;37.500,00;30,00
F-002;Kertas My Fax;ATK;0,00;Roll;12.166,00;16.500,00;30,00
F4.GARIS-001;Kertas F4 Bergaris isi 100 SD;ATK;62,00;Pak;18.365,00;25.000,00;10,00
FC-001;FOTOCOPY A4/F4;FC;0,00;LBR;0,00;250,00;0,00
FC-002;FOTOCOPY A3;FC;0,00;LBR;0,00;700,00;0,00
FC-003;FOTOCOPY KERTAS WARNA A4/F4;FC;0,00;LBR;0,00;350,00;0,00
FC-004;LAMINATING A4/F4;FC;0,00;LBR;0,00;3.000,00;0,00
FC-005;LAMINATING A3;FC;0,00;LBR;0,00;6.000,00;0,00
FC-006;LAMINATING GLOSSY/DOF;FC;0,00;LBR;0,00;3.000,00;0,00
FC-007;LAMINATING OP MINIM;FC;0,00;LBR;0,00;15.000,00;0,00
FC-008;LAMINATING OP PER KG;FC;0,00;LBR;0,00;1.500,00;0,00
FC-009;Fc A4/F4 BB;FC;0,00;Lembar;0,00;500,00;0,00
FD-001;Flasdisk 4 GB HP;ATK;0,00;Bh;74.000,00;100.000,00;10,00
FD-002;Flasdisk 8 GB HP;ATK;0,00;Bh;85.000,00;115.000,00;10,00
FD-003;Flasdisk16 GB HP;ATK;0,00;Bh;92.500,00;125.000,00;10,00
FD-004;Flasdisk 32 GB HP;ATK;0,00;Bh;175.500,00;237.000,00;10,00
FD-005;Flasdisk 16 GB Sandisk;ATK;9,00;Bh;47.775,00;65.000,00;10,00
FD-006;Flasdisk 16 GB Toshiba;ATK;0,00;Bh;60.000,00;85.000,00;10,00
FD-007;Flasdisk 32 GB Toshiba;ATK;0,00;Bh;85.000,00;115.000,00;10,00
FD-008;Flasdisk 32 GB Sandisk;ATK;3,00;Bh;52.000,00;75.000,00;10,00
FD-009;Flasdisk 64 GB Toshiba;ATK;0,00;Bh;150.000,00;202.500,00;10,00
FD-010;Flasdisk 64 GB Sandisk;ATK;10,00;Bh;68.000,00;98.000,00;10,00
FD-011;Flasdisk OTG 16 GB Sandisk;ATK;0,00;Bh;110.000,00;148.500,00;10,00
FD-012;Flasdisk OTG 64 GB Sandisk;ATK;-2,00;Bh;136.000,00;184.000,00;10,00
FD-013;Flashdisk OTG 32 Sandisk;ATK;0,00;Bh;120.000,00;162.000,00;0,00
FF-001;Kertas Fy Fax 11 x 30;ATK;0,00;Roll;6.800,00;9.500,00;30,00
FF-002;Kertas Fy Fax 58 x 65;ATK;0,00;Roll;7.500,00;10.500,00;30,00
FF-003;Kertas Fy Fax 58 x 48;ATK;60,00;Roll;4.000,00;5.500,00;30,00
FF-004;Kertas Fy Fax 58 x 30;ATK;0,00;Roll;3.500,00;5.000,00;30,00
FF-005;Kertas Fy Fax 80 x 65;ATK;-67,00;Roll;10.500,00;15.000,00;30,00
FF-006;Kertas Fy Fax 80x80;ATK;0,00;Roll;13.000,00;18.000,00;10,00
FOIL-001;Foil Omega Emas;ATK;0,00;Pak;102.000,00;138.000,00;50,00
FOIL-002;Foil Omega Emas Warna;ATK;0,00;Pak;80.000,00;108.000,00;50,00
G-001;Gunting 838 Kenko / Joyko;ATK;105,00;Bh;6.041,00;8.500,00;24,00
G-002;Gunting 848 Kenko / Joyko;ATK;3,00;Bh;8.833,34;12.000,00;24,00
G-003;Gunting LL Gunindo Besar;ATK;0,00;Bh;3.500,00;5.000,00;24,00
G-004;Gunting SS Gunindo Kecil;ATK;0,00;Bh;2.708,00;4.000,00;24,00
G-005;Gunting 828 Jk/Kk;ATK;63,00;Bh;4.145,00;6.000,00;24,00
G-006;Gunting 828 Kenko/Joyko;ATK;0,00;Pcs;4.166,00;6.000,00;10,00
GS-001;Gagang Stampel D25 Bulat;Stamp;1,00;Bh;9.000,00;9.000,00;0,00
GS-002;Gagang Stampel D28 Bulat;Stamp;12,00;Bh;9.000,00;9.000,00;0,00
GS-003;Gagang Stampel D30 Bulat;Stamp;0,00;Bh;9.500,00;9.500,00;0,00
GS-004;Gagang Stampel D35 Bulat;Stamp;25,00;Bh;9.000,00;9.000,00;0,00
GS-005;Gagang Stampel D40 Bulat;Stamp;31,00;Bh;9.500,00;9.500,00;0,00
GS-006;Gagang Stampel D45 Bulat;Stamp;11,00;Bh;9.500,00;9.500,00;0,00
GS-007;Gagang Stampel D51 Bulat;Stamp;8,00;Bh;10.000,00;10.000,00;0,00
GS-008;Gagang Stampel D35 Oval;Stamp;6,00;Bh;9.000,00;9.000,00;0,00
GS-009;Gagang Stampel 1355;Stamp;1,00;Bh;9.000,00;9.000,00;0,00
GS-010;Gagang stampel 1755;Stamp;14,00;Bh;9.000,00;9.000,00;0,00
GS-011;Gagang Stampel 2267;Stamp;4,00;Bh;9.000,00;9.000,00;0,00
GS-012;Gagang Stampel 2291;Stamp;1,00;Bh;9.500,00;9.500,00;0,00
GS-013;Gagang Stampel 2755;Stamp;1,00;Bh;9.500,00;9.500,00;0,00
GS-014;Gagang Stampel 2767;Stamp;2,00;Bh;9.500,00;9.500,00;0,00
GS-015;Gagang Stampel 3535;Stamp;4,00;Bh;9.000,00;9.000,00;0,00
GS-016;Gagang Stampel 3267;Stamp;10,00;Bh;11.500,00;11.500,00;0,00
GS-017;Gagang Stampel 3278;Stamp;3,00;Bh;12.000,00;12.000,00;0,00
GS-018;Gagang Stampel 4367;Stamp;1,00;Bh;12.000,00;12.000,00;0,00
GS-019;Gagang Stampel 5355;Stamp;1,00;Bh;12.000,00;12.000,00;0,00
GS-020;Gagang Stampel 5391;Stamp;2,00;Bh;15.000,00;15.000,00;0,00
GS-021;Gagang Stampel 22103;Stamp;1,00;Bh;20.000,00;20.000,00;0,00
GS-022;Gagang Stampel 27103;Stamp;1,00;Bh;20.000,00;20.000,00;0,00
GS-023;Gagang Stampel 27128;Stamp;5,00;Bh;20.000,00;20.000,00;0,00
GS-024;Gagang Stampel 43125;Stamp;4,00;Bh;20.000,00;20.000,00;0,00
GS-025;Gagang Stampel 53103;Stamp;4,00;Bh;20.000,00;20.000,00;0,00
GS-026;Gagang Stampel 90130;Stamp;4,00;Bh;20.000,00;20.000,00;0,00
HARDISK-001;Hardisk Eksternal Seagate 1 TB;Catridge Canon;-1,00;Bh;920.000,00;;2,00
HVS-001;Kertas HVS 80  F4 Sidu;Kertas;49,00;Rim;47.154,00;52.500,00;5,00
HVS-002;Kertas HVS 80 A4 Sidu;Kertas;114,00;Rim;41.452,00;46.500,00;5,00
HVS-003;Kertas HVS 70 Q  Sidu;Kertas;39,00;Rim;40.060,00;45.500,00;5,00
HVS-004;Kertas HVS 80 Q  Sidu;Kertas;14,00;Rim;43.000,00;44.500,00;5,00
HVS-005;Kertas HVS 75gr A3 Sidu;Kertas;8,00;Rim;76.407,00;81.500,00;5,00
HVS-006;Kertas HVS 80gr A3 Sidu;Kertas;0,00;Rim;83.764,00;89.000,00;5,00
HVS-007;Kertas HVS 75 Gr A4 Sidu;Kertas;0,00;Rim;38.205,00;43.500,00;5,00
HVS-008;Kertas HVS 70/75 Gr F4 Sidu;Kertas;126,00;Rim;43.465,00;48.500,00;5,00
HVS-009;Kertas HVS 75 A4 Coper;Kertas;24,00;Rim;33.339,00;38.500,00;5,00
HVS-010;Kertas HVS 75 F4 Coper;Kertas;22,00;Rim;37.929,00;43.000,00;5,00
HVS-011;Kertas HVS  100 F4 gr;Kertas;3,00;Rim;58.000,00;63.000,00;5,00
HVS-012;Kertas HVS  100 A4 gr;Kertas;0,00;Rim;49.777,00;55.000,00;5,00
HVS-013;Kertas HVS F4 Merah 70 Sidu;Kertas;18,00;Rim;66.500,00;71.500,00;5,00
HVS-014;Kertas HVS F4 Kuning 70 Sidu;Kertas;14,00;Rim;66.500,00;71.500,00;5,00
HVS-015;Kertas HVS F4 Hijau 70 Sidu;Kertas;18,00;Rim;66.500,00;71.500,00;5,00
HVS-016;Kertas HVS F4 Biru 70 Sidu;Kertas;0,00;Rim;66.500,00;71.500,00;5,00
HVS-017;Kertas HVS A4 Merah 70;Kertas;15,00;Rim;59.500,00;64.500,00;5,00
HVS-018;Kertas HVS A4 Kuning 70 Sidu;Kertas;26,00;Rim;59.500,00;64.500,00;5,00
HVS-019;Kertas HVS A4 Hijau 70 Sidu;Kertas;34,00;Rim;59.500,00;64.500,00;5,00
HVS-020;Kertas HVS A4 Biru 70 Sidu;Kertas;27,00;Rim;58.500,00;64.500,00;5,00
HVS-021;Kertas HVS DF Hijau 70;Kertas;-3,00;Rim;127.000,00;132.000,00;2,00
HVS-022;kertas HVS DF kuning 70;Kertas;-5,00;Rim;127.000,00;132.000,00;2,00
HVS-023;Kertas HVS DF Merah 70;Kertas;0,00;Rim;127.000,00;132.000,00;2,00
HVS-024;Kertas HVS DF Biru 70;Kertas;-1,00;Rim;127.000,00;132.000,00;2,00
HVS-025;Kertas Maxi Brite F4 70;ATK;0,00;RIM;36.938,00;42.000,00;10,00
HVS-026;Kertas Aone FC 70 A4;ATK;2,00;RIM;35.500,00;40.500,00;10,00
