Kode Item;Nama Item;Jenis;Merek;Rak;Tipe Item;Konversi;Satuan;Harga Pokok;Harga Level 1;Harga Level 2;Harga Level 3;Harga Level 4;Keterangan
GS-020;Gagang Stampel 5391;Stamp;Gagang Stampel 5391;;INV;1;Bh;15000;0;0;0;0;
GS-021;Gagang Stampel 22103;Stamp;Gagang Stampel 22103;;INV;1;Bh;20000;0;0;0;0;
GS-022;Gagang Stampel 27103;Stamp;Gagang Stampel 27103;;INV;1;Bh;20000;0;0;0;0;
GS-023;Gagang Stampel 27128;Stamp;Gagang Stampel 27128;;INV;1;Bh;20000;0;0;0;0;
GS-024;Gagang Stampel 43125;Stamp;Gagang Stampel 43125;;INV;1;Bh;20000;0;0;0;0;
GS-025;Gagang Stampel 53103;Stamp;Gagang Stampel 53103;;INV;1;Bh;20000;0;0;0;0;
GS-026;Gagang Stampel 90130;Stamp;Gagang Stampel 90130;;INV;1;Bh;20000;0;0;0;0;
HARDISK-001;Hardisk Eksternal Seagate 1 TB;Catridge Canon;Hardisk Eksternal Seagate 1 TB;;INV;1;Bh;920000;0;1250000;0;0;
HVS-001;Kertas HVS 80  F4 Sidu;Kertas;Kertas HVS 80  F4 Sidu;R3;INV;1;Rim;47154;52500;58000;48000;0;
HVS-001;Kertas HVS 80  F4 Sidu;Kertas;Kertas HVS 80  F4 Sidu;R3;INV;5;Dus;235770;257500;0;0;0;
HVS-002;Kertas HVS 80 A4 Sidu;Kertas;Kertas HVS 80 A4 Sidu;R3;INV;1;Rim;42421;47500;52500;43000;0;
HVS-002;Kertas HVS 80 A4 Sidu;Kertas;Kertas HVS 80 A4 Sidu;R3;INV;5;Dus;212105;232500;0;0;0;
HVS-003;Kertas HVS 70 Q  Sidu;Kertas;Kertas HVS 70 Q  Sidu;R16;INV;1;Rim;40060;45500;50500;0;0;
HVS-003;Kertas HVS 70 Q  Sidu;Kertas;Kertas HVS 70 Q  Sidu;R16;INV;5;Dus;200300;222500;0;0;0;
HVS-004;Kertas HVS 80 Q  Sidu;Kertas;Kertas HVS 80 Q  Sidu;R16;INV;1;Rim;43000;44500;49000;0;0;
HVS-004;Kertas HVS 80 Q  Sidu;Kertas;Kertas HVS 80 Q  Sidu;R16;INV;5;Dus;215000;217500;0;0;0;
HVS-005;Kertas HVS 75gr A3 Sidu;Kertas;Kertas HVS 70 A3 Sidu;R16;INV;1;Rim;75363;81000;89500;76000;0;
HVS-005;Kertas HVS 75gr A3 Sidu;Kertas;Kertas HVS 70 A3 Sidu;R16;INV;5;Dus;376815;400000;0;0;0;
HVS-006;Kertas HVS 80gr A3 Sidu;Kertas;Kertas HVS 80 A3 Sidu;R16;INV;1;Rim;84843;90000;99000;85500;0;
HVS-006;Kertas HVS 80gr A3 Sidu;Kertas;Kertas HVS 80 A3 Sidu;R16;INV;5;Dus;424215;445000;0;0;0;
HVS-007;Kertas HVS 75 Gr A4 Sidu;Kertas;Kertas HVS 75 A4 Sidu;R16;INV;1;Rim;37683;43000;47500;39000;0;
HVS-007;Kertas HVS 75 Gr A4 Sidu;Kertas;Kertas HVS 75 A4 Sidu;R16;INV;5;Dus;188415;210000;0;0;0;
HVS-008;Kertas HVS 70/75 Gr F4 Sidu;Kertas;Kertas HVS 75 F4 Sidu;R16;INV;1;Rim;42870;48500;53500;44000;0;
HVS-008;Kertas HVS 70/75 Gr F4 Sidu;Kertas;Kertas HVS 75 F4 Sidu;R16;INV;5;Dus;214350;237500;0;0;0;
HVS-009;Kertas HVS 75 A4 Coper;Kertas;Kertas HVS 70 A4 Coper;R23;INV;1;Rim;34667;40000;48000;35500;0;
HVS-009;Kertas HVS 75 A4 Coper;Kertas;Kertas HVS 70 A4 Coper;R23;INV;5;Dus;173335;195000;0;0;0;
HVS-010;Kertas HVS 75 F4 Coper;Kertas;Kertas HVS 70 F4 Coper;R23;INV;1;Rim;38852;44000;48500;39500;0;
HVS-010;Kertas HVS 75 F4 Coper;Kertas;Kertas HVS 70 F4 Coper;R23;INV;5;Dus;194260;215000;0;0;0;
HVS-011;Kertas HVS  100 F4 gr;Kertas;Kertas HVS  100 F4 gr;R3;INV;1;Rim;58000;63000;69500;0;0;
HVS-012;Kertas HVS  100 A4 gr;Kertas;Kertas HVS  100 A4 gr;R3;INV;1;Rim;49777;55000;60500;0;0;
HVS-013;Kertas HVS F4 Merah 70 Sidu;Kertas;Kertas HVS F4 Merah 70 Sidu;R16;INV;1;Rim;66500;71500;79500;0;0;
HVS-013;Kertas HVS F4 Merah 70 Sidu;Kertas;Kertas HVS F4 Merah 70 Sidu;R16;INV;5;Dus;332500;352500;0;0;0;
HVS-014;Kertas HVS F4 Kuning 70 Sidu;Kertas;Kertas HVS F4 Kuning 70 Sidu;R16;INV;1;Rim;66500;71500;79000;0;0;
HVS-014;Kertas HVS F4 Kuning 70 Sidu;Kertas;Kertas HVS F4 Kuning 70 Sidu;R16;INV;5;Dus;332500;352500;0;0;0;
HVS-015;Kertas HVS F4 Hijau 70 Sidu;Kertas;Kertas HVS F4 Hijau 70 Sidu;R16;INV;1;Rim;66500;71500;79500;0;0;
HVS-015;Kertas HVS F4 Hijau 70 Sidu;Kertas;Kertas HVS F4 Hijau 70 Sidu;R16;INV;5;Dus;332500;352500;0;0;0;
HVS-016;Kertas HVS F4 Biru 70 Sidu;Kertas;Kertas HVS F4 Biru 70 Sidu;R16;INV;1;Rim;67500;72500;80000;0;0;
HVS-016;Kertas HVS F4 Biru 70 Sidu;Kertas;Kertas HVS F4 Biru 70 Sidu;R16;INV;5;Dus;337500;357500;0;0;0;
HVS-017;Kertas HVS A4 Merah 70;Kertas;Kertas HVS A4 Merah 70;R16;INV;1;Rim;59500;64500;71000;0;0;
HVS-017;Kertas HVS A4 Merah 70;Kertas;Kertas HVS A4 Merah 70;R16;INV;5;Dus;297500;317500;0;0;0;
HVS-018;Kertas HVS A4 Kuning 70 Sidu;Kertas;Kertas HVS A4 Kuning 70 Sidu;R16;INV;1;Rim;59500;64500;71000;0;0;
HVS-018;Kertas HVS A4 Kuning 70 Sidu;Kertas;Kertas HVS A4 Kuning 70 Sidu;R16;INV;5;Dus;297500;317500;0;0;0;
HVS-019;Kertas HVS A4 Hijau 70 Sidu;Kertas;Kertas HVS A4 Hijau 70 Sidu;R16;INV;1;Rim;59500;64500;71000;0;0;
HVS-019;Kertas HVS A4 Hijau 70 Sidu;Kertas;Kertas HVS A4 Hijau 70 Sidu;R16;INV;5;Dus;297500;317500;0;0;0;
HVS-020;Kertas HVS A4 Biru 70 Sidu;Kertas;Kertas HVS A4 Biru 70 Sidu;R16;INV;1;Rim;58500;64500;71000;0;0;
HVS-020;Kertas HVS A4 Biru 70 Sidu;Kertas;Kertas HVS A4 Biru 70 Sidu;R16;INV;5;Dus;292500;317500;0;0;0;
HVS-021;Kertas HVS DF Hijau 70;Kertas;Kertas HVS DF Hijau 70;R3;INV;1;Rim;127000;132000;145500;0;0;
HVS-022;kertas HVS DF kuning 70;Kertas;kertas HVS DF kuning 70;R3;INV;1;Rim;127000;132000;145500;0;0;
HVS-023;Kertas HVS DF Merah 70;Kertas;Kertas HVS DF Merah 70;R3;INV;1;Rim;127000;132000;145500;0;0;
HVS-024;Kertas HVS DF Biru 70;Kertas;Kertas HVS DF Biru 70;R3;INV;1;Rim;127000;132000;145500;0;0;
HVS-025;Kertas Maxi Brite F4 70;ATK;Kertas Maxi Brite F4 70;R8;INV;1;RIM;36938;42000;46500;38500;0;
HVS-025;Kertas Maxi Brite F4 70;ATK;Kertas Maxi Brite F4 70;R8;INV;5;DUS;184690;205000;0;0;0;
HVS-026;Kertas Aone FC 70 A4;ATK;Kertas Aone FC 70 A4;R8;INV;1;RIM;35500;40500;45000;0;0;
HVS-026;Kertas Aone FC 70 A4;ATK;Kertas Aone FC 70 A4;R8;INV;5;DUS;177500;197500;0;0;0;
HVS-027;Kertas A4 70G PPL;Kertas;;;INV;1;RIM;27072;32000;35500;0;0;
HVS-027;Kertas A4 70G PPL;Kertas;;;INV;10;DUS;270720;310000;0;0;0;
HVS-028;Kertas HVS Warna Polos F4/A4;Kertas;;;INV;1;RIM;50500;55000;60500;0;0;
HVS-029;Kertas HVS A3 100gr;Cetakan;;;SRV;1;RIM;0;125000;137500;0;0;
HVS-030;Kertas F4 IK Flexo;ATK;;;INV;1;RIM;38852;43500;48000;39000;0;
HVS-030;Kertas F4 IK Flexo;ATK;;;INV;5;DUS;194260;212500;0;0;0;
HVS-031;Kertas A4 MAxi 70gr;ATK;;;INV;1;RIM;32350;38000;42000;34000;0;
HVS-031;Kertas A4 MAxi 70gr;ATK;;;INV;5;DUS;161750;185000;0;0;0;
HVS-032;KERTAS HVS DF PUTIH 80 gr;Kertas;;03;INV;1;RIM;90000;95000;104500;0;0;
HVS-033;KERTAS HVS DF PUTIH 70 gr;Kertas;;03;INV;1;RIM;79000;84000;92500;0;0;
HVS-034;Kertas HVS A3 100 Gr;ATK;;;INV;1;RIM;100500;125000;137500;0;0;
HVS-035;KERTAS HVS DF PUTIH 100 gr;Kertas;;;INV;1;Rim;112000;117000;129000;0;0;
HVS-036;Kertas A4 70gr  Mirage;ATK;;;INV;1;Rim;37000;42000;46500;0;0;
HVS-036;Kertas A4 70gr  Mirage;ATK;;;INV;5;DUS;185000;205000;0;0;0;
HVS-037;Kertas F4 70gr Mirage;ATK;;;INV;1;Rim;37215;42500;48000;38000;0;
HVS-037;Kertas F4 70gr Mirage;ATK;;;INV;5;DUS;186075;207500;0;0;0;
HVS-038;Kertas HVS F4 70gr BOLA DUNIA;ATK;;;INV;1;Rim;45045;50500;56000;0;0;
HVS-038;Kertas HVS F4 70gr BOLA DUNIA;ATK;;;INV;5;DUS;225225;247500;0;0;0;
HVS-039;Kertas Hvs A5 75gr SIDU;Kertas;;;INV;1;Rim;19750;24000;26500;0;0;
HVS-040;Kertas HVS 75gr A4 Epaper;Kertas;Kertas HVS 75gr A4 Epaper;;INV;1;Rim;32804;38500;42500;34500;0;
HVS-040;Kertas HVS 75gr A4 Epaper;Kertas;Kertas HVS 75gr A4 Epaper;;INV;5;Dus;164020;187500;0;0;0;
HVS-041;Kertas A4 IK Flexo;ATK;Kertas A4 IK FLEXO;;INV;1;Rim;34154;39000;43000;35000;0;
HVS-041;Kertas A4 IK Flexo;ATK;Kertas A4 IK FLEXO;;INV;5;Dus;170770;190000;0;0;0;
HVS-042;Kertas A4 70gr Bola Dunia;ATK;Kertas A4 70gr Bola Dunia;;INV;1;Rim;36562;41500;46000;37500;0;
HVS-042;Kertas A4 70gr Bola Dunia;ATK;Kertas A4 70gr Bola Dunia;;INV;5;Dus;182810;202500;0;0;0;
HVS-043;Kertas A3 70gr Bola Dunia;ATK;Kertas A3 70gr Bola Dunia;;INV;1;Rim;75173;80500;89000;0;0;
HVS-043;Kertas A3 70gr Bola Dunia;ATK;Kertas A3 70gr Bola Dunia;;INV;5;Dus;375865;397500;0;0;0;
HVS-044;Kertas HVS 75Gr F4 Epaper;Kertas;Kertas HVS 75Gr F4 Epaper;;INV;1;Rim;39628;45000;49500;40500;0;
HVS-044;Kertas HVS 75Gr F4 Epaper;Kertas;Kertas HVS 75Gr F4 Epaper;;INV;5;Dus;198140;220000;0;0;0;
I-001;"Isolasi Bening 1/2""x10 Kcl GoldT";ATK;"Isolasi Bening 1/2""x10 Kcl GoldT";R4;INV;1;Roll;541;1000;1500;0;0;
I-001;"Isolasi Bening 1/2""x10 Kcl GoldT";ATK;"Isolasi Bening 1/2""x10 Kcl GoldT";R4;INV;12;Slop;6492;11000;0;0;0;
I-002;"Isolasi Bening 1/2""x72 Biasa/ Hamaci";ATK;"Isolasi Bening 1/2""x72 Biasa/ Hamaci";R4;INV;1;Roll;1770;2500;3000;0;0;
I-002;"Isolasi Bening 1/2""x72 Biasa/ Hamaci";ATK;"Isolasi Bening 1/2""x72 Biasa/ Hamaci";R4;INV;12;Slop;21240;27000;0;0;0;
I-003;"Isolasi Bening 1/2""x72 Daimaru";ATK;"Isolasi Bening 1/2""x72 Daimaru";R4;INV;1;Roll;1894;3500;4000;0;0;
I-003;"Isolasi Bening 1/2""x72 Daimaru";ATK;"Isolasi Bening 1/2""x72 Daimaru";R4;INV;12;Slop;22728;38000;0;0;0;
I-004;"Isolasi Bening 1""x72 Daimaru";ATK;"Isolasi Bening 1""x72 Daimaru";R4;INV;1;Roll;5006;7000;8000;0;0;
I-004;"Isolasi Bening 1""x72 Daimaru";ATK;"Isolasi Bening 1""x72 Daimaru";R4;INV;6;Slop;30036;38000;0;0;0;
I-005;"Isolasi Bening 2"" Daimaru";ATK;"Isolasi Bening 2"" Daimaru";R4;INV;1;Roll;10712;14500;16000;0;0;
I-005;"Isolasi Bening 2"" Daimaru";ATK;"Isolasi Bening 2"" Daimaru";R4;INV;6;Slop;64272;78500;0;0;0;
I-006;"Isolasi Bening 1/2""x72 Panfix";ATK;"Isolasi Bening 1/2""x72 Panfix";R4;INV;1;Roll;11875;16500;18500;0;0;
I-006;"Isolasi Bening 1/2""x72 Panfix";ATK;"Isolasi Bening 1/2""x72 Panfix";R4;INV;12;Slop;142500;178500;0;0;0;
I-007;"Isolasi Bening 1""x72 Panfix";ATK;"Isolasi Bening 1""x72 Panfix";R4;INV;1;Roll;21666;29500;32500;0;0;
I-007;"Isolasi Bening 1""x72 Panfix";ATK;"Isolasi Bening 1""x72 Panfix";R4;INV;12;Slop;259992;319000;0;0;0;
I-008;"Isolasi Coklat 2"" Daimaru";ATK;"Isolasi Coklat 2"" Daimaru";R4;INV;1;Roll;9048;15000;16500;0;0;
I-008;"Isolasi Coklat 2"" Daimaru";ATK;"Isolasi Coklat 2"" Daimaru";R4;INV;6;Slop;54288;81000;0;0;0;
I-009;Isolasi Bening 1/2''x10 panfix;ATK;;;INV;1;Roll;5000;7000;8000;0;0;
I-009;Isolasi Bening 1/2''x10 panfix;ATK;;;INV;12;Slop;60000;76000;0;0;0;
I-010;"Isolasi Bening 2"" Hero Tape";ATK;"Isolasi Bening 2"" Everfix";;INV;1;Roll;6000;9500;10500;0;0;
I-010;"Isolasi Bening 2"" Hero Tape";ATK;"Isolasi Bening 2"" Everfix";;INV;6;Slop;33330;51500;0;0;0;
IC-001;Isi Cutter  L150 Kenko / Joyko;ATK;Isi Cutter  L150 Kenko / Joyko;R10;INV;1;tube;5083;7000;8000;0;0;
IC-001;Isi Cutter  L150 Kenko / Joyko;ATK;Isi Cutter  L150 Kenko / Joyko;R10;INV;12;Pak;60996;76000;0;0;0;
IC-002;Isi Cutter A100 Kenko / Joyko;ATK;Isi Cutter A100 Kenko / Joyko;R10;INV;1;tube;2520;4000;4500;0;0;
IC-002;Isi Cutter A100 Kenko / Joyko;ATK;Isi Cutter A100 Kenko / Joyko;R10;INV;12;Pak;30240;43500;0;0;0;
IDCAR-001;Bahan ID Card Isi 50;Id Card;Bahan ID Card Isi 50;R5;INV;1;Pak;265000;358500;394500;0;0;
IDCAR-002;Bahan ID Card Eprint;Id Card;Bahan ID Card Eprint;R5;INV;1;Pak;43086;58500;64500;0;0;
IDCAR-003;Casing ID Card Potrait Merah;Id Card;Casing ID Card Potrait Merah;R12;INV;1;Bh;700;1500;2000;0;0;
IDCAR-003;Casing ID Card Potrait Merah;Id Card;Casing ID Card Potrait Merah;R12;INV;100;Pak;70000;135000;0;0;0;
IDCAR-004;Casing ID Card Potrait Kuning;Id Card;Casing ID Card Potrait Kuning;R12;INV;1;Bh;700;1500;2000;0;0;
IDCAR-004;Casing ID Card Potrait Kuning;Id Card;Casing ID Card Potrait Kuning;R12;INV;100;Pak;70000;135000;0;0;0;
IDCAR-005;Casing ID Card Potrait Hijau;Id Card;Casing ID Card Potrait Hijau;R12;INV;1;Bh;700;1500;2000;0;0;
IDCAR-005;Casing ID Card Potrait Hijau;Id Card;Casing ID Card Potrait Hijau;R12;INV;100;Pak;70000;135000;0;0;0;
IDCAR-006;Casing ID Card Potrait Putih;Id Card;Casing ID Card Potrait Putih;R12;INV;1;Bh;700;1500;2000;0;0;
IDCAR-006;Casing ID Card Potrait Putih;Id Card;Casing ID Card Potrait Putih;R12;INV;100;Pak;70000;135000;0;0;0;
IDCAR-007;Casing ID Card Potrait Biru;Id Card;Casing ID Card Potrait Biru;R12;INV;1;Bh;700;1500;2000;0;0;
IDCAR-007;Casing ID Card Potrait Biru;Id Card;Casing ID Card Potrait Biru;R12;INV;100;Pak;70000;135000;0;0;0;
IDCAR-008;Casing ID Card Potrait Ungu;Id Card;Casing ID Card Potrait Ungu;R12;INV;1;Bh;700;1500;2000;0;0;
IDCAR-008;Casing ID Card Potrait Ungu;Id Card;Casing ID Card Potrait Ungu;R12;INV;100;Pak;70000;135000;0;0;0;
IDCAR-009;Casing ID Card Potrait Hitam;Id Card;Casing ID Card Potrait Hitam;R12;INV;1;Bh;700;1500;2000;0;0;
IDCAR-009;Casing ID Card Potrait Hitam;Id Card;Casing ID Card Potrait Hitam;R12;INV;100;Pak;70000;135000;0;0;0;
IDCAR-010;Casing IDCard Portrait Mk Bng;Id Card;Casing IDCard Portrait Mk Bng;R12;INV;1;Bh;700;1500;2000;0;0;
IDCAR-010;Casing IDCard Portrait Mk Bng;Id Card;Casing IDCard Portrait Mk Bng;R12;INV;100;Pak;70000;135000;0;0;0;
IDCAR-011;Casing ID Card Landscape Mrh;Id Card;Casing ID Card Landscape Mrh;R12;INV;1;Bh;750;1500;2000;0;0;
IDCAR-011;Casing ID Card Landscape Mrh;Id Card;Casing ID Card Landscape Mrh;R12;INV;100;Pak;75000;135000;0;0;0;
IDCAR-012;Casing ID Card Landscape Kng;Id Card;Casing ID Card Landscape Kng;R12;INV;1;Bh;750;1500;2000;0;0;
IDCAR-012;Casing ID Card Landscape Kng;Id Card;Casing ID Card Landscape Kng;R12;INV;100;Pak;75000;135000;0;0;0;
IDCAR-013;Casing ID Card Landscape Hj;Id Card;Casing ID Card Landscape Hj;R12;INV;1;Bh;750;1500;2000;0;0;
IDCAR-013;Casing ID Card Landscape Hj;Id Card;Casing ID Card Landscape Hj;R12;INV;100;Pak;75000;135000;0;0;0;
IDCAR-014;Casing ID Card Landscape Br;Id Card;Casing ID Card Landscape Br;R12;INV;1;Bh;750;1500;2000;0;0;
IDCAR-014;Casing ID Card Landscape Br;Id Card;Casing ID Card Landscape Br;R12;INV;100;Pak;75000;135000;0;0;0;
IDCAR-015;Casing ID Card Landscape Htm;Id Card;Casing ID Card Landscape Htm;R12;INV;1;Bh;750;1500;2000;0;0;
IDCAR-015;Casing ID Card Landscape Htm;Id Card;Casing ID Card Landscape Htm;R12;INV;100;Pak;75000;135000;0;0;0;
IDCAR-016;Casing ID Card Landscape Bng;Id Card;Casing ID Card Landscape Bng;R12;INV;1;Bh;750;1500;2000;0;0;
IDCAR-016;Casing ID Card Landscape Bng;Id Card;Casing ID Card Landscape Bng;R12;INV;100;Pak;75000;135000;0;0;0;
IDCAR-017;Casing potrait 2 in 1;Id Card;Casing potrait 2 in 1;R12;INV;1;Bh;1100;2000;2500;0;0;
IDCAR-017;Casing potrait 2 in 1;Id Card;Casing potrait 2 in 1;R12;INV;100;Pak;110000;180000;0;0;0;
IDCAR-018;Plastik STNK;Id Card;Plastik STNK;R12;INV;1;Bh;170;0;0;0;0;
IDCAR-018;Plastik STNK;Id Card;Plastik STNK;R12;INV;100;Pak;17000;0;0;0;0;
IDCAR-019;Plastik ID Card Landscape 9,5 x 6,5 cm;Id Card;Plastik ID Card Landscape 9.5 x 6.5 cm;R12;INV;1;Bh;350;500;600;0;0;
IDCAR-019;Plastik ID Card Landscape 9,5 x 6,5 cm;Id Card;Plastik ID Card Landscape 9.5 x 6.5 cm;R12;INV;100;Pak;35000;45000;0;0;0;
IDCAR-020;Plastik ID Card 6 x 9 cm;Id Card;Plastik ID Card 6 x 9 cm;R12;INV;1;Bh;165;0;0;0;0;
IDCAR-020;Plastik ID Card 6 x 9 cm;Id Card;Plastik ID Card 6 x 9 cm;R12;INV;100;Pak;16500;0;0;0;0;
IDCAR-021;Plastik ID Card 6.5 x 9.5 cm;Id Card;Plastik ID Card 6.5 x 9.5 cm;R12;INV;1;Bh;350;0;0;0;0;
IDCAR-021;Plastik ID Card 6.5 x 9.5 cm;Id Card;Plastik ID Card 6.5 x 9.5 cm;R12;INV;100;Pak;35000;0;0;0;0;
IDCAR-022;Plastik ID Card 6,5 x 10,5 cm;Id Card;Plastik ID Card 6,5 x 10,5 cm;R12;INV;1;Bh;300;0;0;0;0;
IDCAR-022;Plastik ID Card 6,5 x 10,5 cm;Id Card;Plastik ID Card 6,5 x 10,5 cm;R12;INV;100;Pak;30000;0;0;0;0;
IDCAR-023;Plastik ID Card 8 x 12 cm;Id Card;Plastik ID Card 8 x 12 cm;R12;INV;1;Bh;210;0;0;0;0;
IDCAR-023;Plastik ID Card 8 x 12 cm;Id Card;Plastik ID Card 8 x 12 cm;R12;INV;100;Pak;21000;0;0;0;0;
IDCAR-024;Plastik ID Card 8 x 13.5 cm;Id Card;Plastik ID Card 8 x 13.5 cm;R12;INV;1;Bh;230;0;0;0;0;
IDCAR-024;Plastik ID Card 8 x 13.5 cm;Id Card;Plastik ID Card 8 x 13.5 cm;R12;INV;100;Pak;23000;0;0;0;0;
IDCAR-025;Plastik ID Card 8.5  x 13.5 cm;Id Card;Plastik ID Card 8.5  x 13.5 cm;R12;INV;1;Bh;280;500;1000;0;0;
IDCAR-025;Plastik ID Card 8.5  x 13.5 cm;Id Card;Plastik ID Card 8.5  x 13.5 cm;R12;INV;100;Pak;28000;45000;0;0;0;
IDCAR-026;Plastik ID Card 9 x 15.5 cm;Id Card;Plastik ID Card 9 x 15.5 cm;R12;INV;1;Bh;300;800;880;0;0;
IDCAR-026;Plastik ID Card 9 x 15.5 cm;Id Card;Plastik ID Card 9 x 15.5 cm;R12;INV;100;Pak;30000;72000;0;0;0;
IDCAR-027;Plastik ID Card 10.5 x 16 cm;Id Card;Plastik ID Card 10.5 x 16 cm;R12;INV;1;Bh;320;500;1000;0;0;
IDCAR-027;Plastik ID Card 10.5 x 16 cm;Id Card;Plastik ID Card 10.5 x 16 cm;R12;INV;100;Pak;32000;45000;0;0;0;
IDCAR-028;Plastik ID Card 11 x 17 cm;Id Card;Plastik ID Card 11 x 17 cm;R12;INV;1;Bh;350;800;1000;0;0;
IDCAR-028;Plastik ID Card 11 x 17 cm;Id Card;Plastik ID Card 11 x 17 cm;R12;INV;100;Pak;35000;72000;0;0;0;
IDCAR-029;Plastik ID Card Stardust;Id Card;Plastik ID Card Stardust;R12;INV;1;Set;500;0;0;0;0;
IDCAR-029;Plastik ID Card Stardust;Id Card;Plastik ID Card Stardust;R12;INV;100;Pak;50000;0;0;0;0;
IDCAR-030;Plastik ID Card Elvin;Id Card;Plastik ID Card Elvin;R12;INV;1;Bh;900;1500;2000;0;0;
IDCAR-030;Plastik ID Card Elvin;Id Card;Plastik ID Card Elvin;R12;INV;50;Pak;45000;61000;67500;0;0;
IDCAR-031;Plastik ID Card sakura;Id Card;Plastik ID Card sakura;R12;INV;1;Pak;22000;0;0;0;0;
IDCAR-032;Plastik ID Card Uk 11.5x19;ATK;Plastik Bambi  Cp Safe F4 5221;R12;INV;1;PCS;390;0;0;0;0;
IDCAR-032;Plastik ID Card Uk 11.5x19;ATK;Plastik Bambi  Cp Safe F4 5221;R12;INV;100;PAK;39000;0;0;0;0;
IDCAR-033;Casing ID Card potrait orange;Id Card;Casing ID Card Landscape Bng;R12;INV;1;Bh;700;1500;2000;0;0;
IDCAR-033;Casing ID Card potrait orange;Id Card;Casing ID Card Landscape Bng;R12;INV;100;Pak;70000;135000;0;0;0;
IDCAR-034;Plastik Id Card Karet 1 Sisi;ATK;;;INV;1;Pcs;2000;3000;3500;0;0;
IDCAR-034;Plastik Id Card Karet 1 Sisi;ATK;;;INV;10;Pak;20000;27000;0;0;0;
IDCAR-035;Plastik ID CARD B4 Tebel;Id Card;;;INV;1;Bh;1000;1500;2000;0;0;
IDCAR-035;Plastik ID CARD B4 Tebel;Id Card;;;INV;20;Pak;20000;27000;0;0;0;
IDCAR-036;Plastik Idcard SPP 12x17cm;Id Card;Plastik Idcard SPP 12x17cm;;INV;1;Bh;450;1000;2000;0;0;
IDCAR-036;Plastik Idcard SPP 12x17cm;Id Card;Plastik Idcard SPP 12x17cm;;INV;100;Pak;45000;90000;0;0;0;
IK-001;"Isolasi Kertas 2""  Daimaru";ATK;"Isolasi Kertas 2""  Daimaru";R4;INV;1;Roll;12441;17000;19000;0;0;
IK-001;"Isolasi Kertas 2""  Daimaru";ATK;"Isolasi Kertas 2""  Daimaru";R4;INV;48;Dus;597168;734500;0;0;0;
IK-002;"Isolasi Kertas 1""  Daimaru";ATK;"Isolasi Kertas 1""  Daimaru";R4;INV;1;Roll;6221;9000;10000;0;0;
IK-002;"Isolasi Kertas 1""  Daimaru";ATK;"Isolasi Kertas 1""  Daimaru";R4;INV;96;Dus;597216;778000;0;0;0;
IK-003;"Isolasi Kertas 2""  Ekatape";ATK;"Isolasi Kertas 2""  Ekatape";R4;INV;1;Roll;5651;8000;0;0;0;
IK-004;"Isolasi Kertas 1""  Ekatape";ATK;"Isolasi Kertas 1""  Ekatape";R4;INV;1;Roll;3238;5000;5500;0;0;
IK-005;Isolasi kabel listrik hitam Daimaru;ATK;Isolasi kabel listrik hitam Daimaru;R3;INV;1;Roll;3888;6000;7000;0;0;
IK-006;Isolasi Kertas 2'' Daisuha;ATK;Isolasi Kertas 2'' Daisuha;;INV;1;Roll;9583;13000;14500;0;0;
IK-006;Isolasi Kertas 2'' Daisuha;ATK;Isolasi Kertas 2'' Daisuha;;INV;24;Dus;229992;281000;0;0;0;
INEN-001;Karton Linen F4;Kertas;Karton Linen F4;R2;INV;1;Pak;57300;65000;71500;0;0;
INEN-002;Karton Linen A4;Kertas;Karton Linen A4;R2;INV;1;Pak;60000;65000;71500;0;0;
INEN-003;Karton Linen A3+;Kertas;Karton Linen A3+;;INV;1;Lbr;1650;0;0;0;0;
IP-001;Isi Pulpen Gel Joyko hitam;ATK;Isi Pulpen Gel Joyko hitam;R11;INV;1;Bh;916;1500;2000;0;0;
IP-001;Isi Pulpen Gel Joyko hitam;ATK;Isi Pulpen Gel Joyko hitam;R11;INV;24;Pak;21984;32500;0;0;0;
IP-002;Isi Pulpen Gel Joyko biru;ATK;Isi Pulpen Gel Joyko biru;R11;INV;1;Bh;916;1500;2000;0;0;
IP-002;Isi Pulpen Gel Joyko biru;ATK;Isi Pulpen Gel Joyko biru;R11;INV;24;Pak;21984;32500;0;0;0;
IP-003;Isi Pensil Mknk 2B Pilot;ATK;Isi Pensil Mknk 2B Pilot;R15;INV;1;Bh;2416;3500;4000;0;0;
IP-003;Isi Pensil Mknk 2B Pilot;ATK;Isi Pensil Mknk 2B Pilot;R15;INV;12;Pak;28992;38000;0;0;0;
IP-004;Isi Pensil Mknk 2B 0.5 Joyko;ATK;Isi Pensil Mknk 2B 0.5 Joyko;R15;INV;1;Bh;854;1500;2000;0;0;
IP-004;Isi Pensil Mknk 2B 0.5 Joyko;ATK;Isi Pensil Mknk 2B 0.5 Joyko;R15;INV;12;Pak;10248;16500;0;0;0;
IP-005;Isi Pulpen Pentel Hitam;ATK;Isi Pulpen Pentel Hitam;R11;INV;1;Bh;16667;23000;25500;0;0;
IP-005;Isi Pulpen Pentel Hitam;ATK;Isi Pulpen Pentel Hitam;R11;INV;12;Pak;200004;248500;0;0;0;
IP-006;Isi Pulpen Pentel Biru;ATK;Isi Pulpen Pentel Biru;R11;INV;1;Bh;17000;25000;27500;0;0;
IP-006;Isi Pulpen Pentel Biru;ATK;Isi Pulpen Pentel Biru;R11;INV;12;Pak;204000;270000;0;0;0;
